Timestamp,PreprocessMs,InferenceMs,PostprocessMs,TotalMs
2026-06-07 17:00:07.004,5.029,15.661,0.816,21.506
2026-06-07 17:00:07.052,4.801,14.635,1.458,20.894
2026-06-07 17:00:07.099,4.806,14.743,1.442,20.990
2026-06-07 17:00:07.146,5.599,14.886,0.866,21.351
2026-06-07 17:00:07.195,4.828,14.728,1.431,20.987
2026-06-07 17:00:07.242,4.804,14.688,1.463,20.956
2026-06-07 17:00:07.290,4.887,15.718,0.785,21.391
2026-06-07 17:00:07.338,4.838,14.648,1.438,20.924
2026-06-07 17:00:07.384,4.882,14.677,1.439,20.998
2026-06-07 17:00:07.432,4.969,15.600,0.781,21.350
2026-06-07 17:00:07.480,4.886,14.666,1.438,20.990
2026-06-07 17:00:07.528,4.923,15.042,1.681,21.646
2026-06-07 17:00:07.561,4.914,15.231,0.805,20.951
2026-06-07 17:00:07.608,4.763,15.111,1.647,21.522
2026-06-07 17:00:07.642,4.767,15.237,1.593,21.598
2026-06-07 17:00:07.673,4.718,15.700,0.784,21.203
2026-06-07 17:00:07.719,5.005,14.777,1.460,21.243
2026-06-07 17:00:07.766,4.885,14.681,0.840,20.407
2026-06-07 17:00:07.815,5.584,15.080,1.450,22.114
2026-06-07 17:00:07.862,4.810,14.595,1.453,20.858
2026-06-07 17:00:07.909,4.706,14.679,0.778,20.164
2026-06-07 17:00:07.958,4.869,15.638,1.442,21.948
2026-06-07 17:00:08.004,4.799,14.630,1.456,20.885
2026-06-07 17:00:08.052,4.951,14.922,0.807,20.680
2026-06-07 17:00:08.101,4.863,15.874,1.436,22.173
2026-06-07 17:00:08.149,5.273,15.065,1.453,21.791
2026-06-07 17:00:08.195,5.269,15.052,0.840,21.162
2026-06-07 17:00:08.244,5.648,14.782,1.455,21.884
2026-06-07 17:00:08.292,4.946,15.095,1.458,21.500
2026-06-07 17:00:08.337,4.755,14.849,0.836,20.440
2026-06-07 17:00:08.387,5.682,15.218,1.452,22.352
2026-06-07 17:00:08.433,4.796,14.730,1.435,20.961
2026-06-07 17:00:08.480,4.921,14.686,0.790,20.397
2026-06-07 17:00:08.529,4.911,15.083,1.450,21.445
2026-06-07 17:00:08.579,4.712,14.855,1.425,20.992
2026-06-07 17:00:08.623,4.976,14.832,0.776,20.584
2026-06-07 17:00:08.673,5.589,15.187,1.427,22.203
2026-06-07 17:00:08.719,4.758,14.733,1.434,20.924
2026-06-07 17:00:08.766,4.721,14.777,0.870,20.368
2026-06-07 17:00:08.818,5.184,18.528,1.441,25.154
2026-06-07 17:00:08.865,5.311,17.620,0.829,23.760
2026-06-07 17:00:08.912,5.922,17.165,0.777,23.865
2026-06-07 17:00:08.961,5.469,17.852,1.455,24.776
2026-06-07 17:00:09.006,4.916,17.315,0.782,23.014
2026-06-07 17:00:09.055,5.411,17.378,1.460,24.249
2026-06-07 17:00:09.103,5.026,18.328,1.440,24.794
2026-06-07 17:00:09.150,5.376,17.376,0.834,23.587
2026-06-07 17:00:09.182,4.848,17.320,1.445,23.612
2026-06-07 17:00:09.229,4.993,17.855,1.546,24.394
2026-06-07 17:00:09.276,4.925,17.824,0.786,23.535
2026-06-07 17:00:09.324,4.788,17.459,1.431,23.679
2026-06-07 17:00:09.372,4.908,18.437,1.468,24.813
2026-06-07 17:00:09.418,4.993,17.285,0.765,23.043
2026-06-07 17:00:09.467,4.773,17.905,1.446,24.124
2026-06-07 17:00:09.515,4.972,18.520,1.441,24.934
2026-06-07 17:00:09.561,4.928,17.669,0.782,23.379
2026-06-07 17:00:09.610,5.183,17.262,1.440,23.886
2026-06-07 17:00:09.658,5.053,17.746,1.432,24.232
2026-06-07 17:00:09.703,4.573,17.449,0.848,22.870
2026-06-07 17:00:09.737,4.638,17.321,1.450,23.409
2026-06-07 17:00:09.787,5.718,19.259,1.430,26.406
2026-06-07 17:00:09.829,4.706,17.589,0.869,23.165
2026-06-07 17:00:09.864,4.821,17.326,1.444,23.591
2026-06-07 17:00:09.911,4.951,18.442,1.438,24.831
2026-06-07 17:00:09.957,5.308,17.181,0.779,23.268
2026-06-07 17:00:10.003,4.871,14.951,1.461,21.283
2026-06-07 17:00:10.051,5.485,15.108,0.798,21.391
2026-06-07 17:00:10.099,4.867,14.893,1.471,21.231
2026-06-07 17:00:10.145,4.824,14.489,1.422,20.736
2026-06-07 17:00:10.193,4.825,15.041,0.820,20.686
2026-06-07 17:00:10.243,4.793,14.401,1.435,20.630
2026-06-07 17:00:10.289,4.895,14.814,1.448,21.158
2026-06-07 17:00:10.337,5.520,15.126,0.783,21.429
2026-06-07 17:00:10.385,4.771,14.644,1.656,21.072
2026-06-07 17:00:10.417,4.738,14.592,1.429,20.759
2026-06-07 17:00:10.466,4.872,15.491,0.845,21.209
2026-06-07 17:00:10.497,4.750,14.183,1.526,20.459
2026-06-07 17:00:10.544,4.896,14.517,1.686,21.100
2026-06-07 17:00:10.577,4.954,15.525,0.824,21.303
2026-06-07 17:00:10.623,4.803,15.119,1.449,21.371
2026-06-07 17:00:10.671,4.790,14.786,1.430,21.006
2026-06-07 17:00:10.718,4.874,15.822,0.787,21.484
2026-06-07 17:00:10.767,5.303,14.593,1.986,21.882
2026-06-07 17:00:10.800,4.647,14.839,1.431,20.917
2026-06-07 17:00:10.843,4.819,15.654,0.812,21.286
2026-06-07 17:00:10.892,4.833,14.495,1.442,20.770
2026-06-07 17:00:10.940,4.887,14.470,1.468,20.825
2026-06-07 17:00:10.988,4.893,15.747,0.784,21.425
2026-06-07 17:00:11.035,4.733,14.353,1.470,20.557
2026-06-07 17:00:11.083,5.183,14.418,0.784,20.386
2026-06-07 17:00:11.131,5.607,14.966,1.442,22.015
2026-06-07 17:00:11.178,4.884,14.502,1.438,20.825
2026-06-07 17:00:11.224,4.730,14.545,0.826,20.102
2026-06-07 17:00:11.273,4.812,15.406,1.444,21.663
2026-06-07 17:00:11.320,4.810,14.512,1.488,20.810
2026-06-07 17:00:11.367,4.742,14.678,0.849,20.269
2026-06-07 17:00:11.402,4.828,15.366,1.442,21.636
2026-06-07 17:00:11.448,4.748,14.530,1.482,20.760
2026-06-07 17:00:11.493,4.869,14.565,0.805,20.239
2026-06-07 17:00:11.543,5.594,14.472,1.459,21.525
2026-06-07 17:00:11.590,4.847,14.649,1.430,20.926
2026-06-07 17:00:11.636,4.676,14.517,0.790,19.983
2026-06-07 17:00:11.686,4.697,15.685,1.699,22.081
2026-06-07 17:00:11.718,4.742,14.972,1.598,21.312
2026-06-07 17:00:11.750,4.851,14.819,0.832,20.502
2026-06-07 17:00:11.802,5.544,18.245,1.564,25.354
2026-06-07 17:00:11.832,4.638,17.380,1.431,23.449
2026-06-07 17:00:11.877,4.624,17.081,0.780,22.485
2026-06-07 17:00:11.927,4.915,18.555,1.563,25.034
2026-06-07 17:00:11.958,4.774,17.042,1.437,23.253
2026-06-07 17:00:12.001,4.845,14.454,0.840,20.139
2026-06-07 17:00:12.036,5.569,14.751,1.460,21.780
2026-06-07 17:00:12.082,4.784,14.306,1.433,20.523
2026-06-07 17:00:12.129,4.973,14.122,0.781,19.876
2026-06-07 17:00:12.178,5.545,14.378,1.466,21.388
2026-06-07 17:00:12.225,4.751,15.047,0.772,20.571
2026-06-07 17:00:12.272,4.731,14.394,1.649,20.776
2026-06-07 17:00:12.306,4.812,15.274,1.420,21.508
2026-06-07 17:00:12.351,4.980,14.618,0.896,20.494
2026-06-07 17:00:12.384,4.613,14.178,1.457,20.248
2026-06-07 17:00:12.432,4.931,15.170,1.451,21.552
2026-06-07 17:00:12.478,4.898,14.209,0.855,19.962
2026-06-07 17:00:12.511,4.724,14.270,1.445,20.439
